Filename,Initial Clause Count,Processed Clause Count,Unprocessed Clause Count,Factor Count,Resolvent Count,Tautologies Deleted,Resolution Result
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD036-1.p,33,1687,484256,3993,481932,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD051-1.p,35,1619,502887,3973,500513,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD040-3.p,29,756,935336,3062,933052,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD035-1.p,33,1688,484405,3993,482082,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD094-1.p,31,1707,484607,4171,482130,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD029-1.p,35,1643,501797,3989,499431,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD083-1.p,33,1699,457137,3955,454866,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD012-2.p,36,1667,511730,4010,509366,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD006-3.p,27,726,924207,3200,921757,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD099-3.p,31,755,929767,3132,927410,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD067-1.p,31,1698,454087,3968,451804,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD076-4.p,37,835,934273,2956,932166,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD078-3.p,32,772,927672,3078,925385,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD075-1.p,33,1688,480643,3990,478323,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD079-1.p,33,1702,457688,3955,455420,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD025-3.p,33,798,928961,3001,926776,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD032-3.p,30,755,925295,3105,922967,52,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD049-1.p,35,1584,484498,3815,482247,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD092-1.p,31,1676,458217,4127,455753,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD083-3.p,32,763,898975,3024,896733,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD093-1.p,31,1676,458204,4127,455740,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD047-3.p,32,792,961555,3156,959210,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD060-2.p,35,1630,494466,3977,492099,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD071-3.p,31,765,933021,3111,930695,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD100-1.p,32,1720,458948,3993,456661,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD100-3.p,31,764,951223,3191,948816,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD099-1.p,32,1706,460973,4166,458499,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD063-3.p,30,754,926022,3110,923687,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD047-2.p,39,1648,529887,3297,528214,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD050-3.p,34,815,955040,3070,952802,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD041-4.p,33,799,922051,2953,919916,52,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD081-2.p,40,1643,518136,3244,516510,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD012-4.p,35,817,922651,2970,920514,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD100-2.p,42,1708,560735,3270,559146,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD041-3.p,31,776,926440,3063,924173,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD009-1.p,31,1700,458427,3974,456140,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD005-1.p,30,1649,443114,3923,440828,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD061-1.p,34,1655,502523,4009,500150,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD063-1.p,31,1698,453803,3968,451520,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD068-4.p,32,793,976360,3100,974072,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD044-2.p,34,1662,504166,4014,501795,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD045-1.p,30,1707,460705,3997,458403,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD046-1.p,30,1697,475215,4170,472730,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD055-3.p,32,789,968581,3088,966301,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD061-4.p,37,840,942028,2858,940024,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD031-3.p,30,756,929831,3120,927489,52,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD081-1.p,36,1680,507346,4014,504991,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD077-3.p,33,793,968585,3170,966226,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD074-3.p,32,780,949556,3127,947228,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD010-3.p,28,738,957038,3287,954512,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD086-3.p,30,770,1002279,3347,999723,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD044-1.p,30,1708,464723,3998,462421,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD051-2.p,45,1665,580118,2876,578877,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD006-1.p,28,1709,537103,4386,534416,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD025-2.p,38,1643,522641,3297,520964,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD072-4.p,33,786,930139,3039,927904,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD054-1.p,32,1693,460030,3959,457750,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD018-1.p,30,1652,451454,4051,449043,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD090-3.p,29,749,929136,3144,926763,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD097-4.p,41,901,983205,2718,981398,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD018-3.p,29,626,462985,1540,462094,52,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD048-3.p,33,692,528033,1724,527019,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD095-3.p,36,696,482658,1535,481834,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD068-2.p,33,1207,324914,2730,323373,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD060-3.p,30,620,439768,1509,438900,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD034-3.p,30,645,500928,1690,499905,52,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD075-4.p,36,717,529372,1630,528474,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD095-2.p,47,1274,380967,1572,380637,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD017-3.p,33,678,480418,1489,479625,51,Time Out
